year,concept_code,concept_name_es,concept_name_en,value,unit,currency,sector_code,sector_name_es,sector_name_en,type,type_name_es,type_name_en,section,series,sector
2017,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.15,NPISH,NPISH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,nonprofit
2018,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.15,NPISH,NPISH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,nonprofit
2018,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.15,NPISH,NPISH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,nonprofit
2018,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.15,NPISH,NPISH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,nonprofit
2018,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.15,NPISH,NPISH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,nonprofit
2019,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.15,NPISH,NPISH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,nonprofit
2019,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.15,NPISH,NPISH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,nonprofit
2019,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.15,NPISH,NPISH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,nonprofit
2019,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.15,NPISH,NPISH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,nonprofit
2020,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.15,NPISH,NPISH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,nonprofit
2020,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.15,NPISH,NPISH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,nonprofit
2020,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.15,NPISH,NPISH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,nonprofit
2020,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.15,NPISH,NPISH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,nonprofit
2003,F.3,Títulos de deuda,Debt Securities,295331.07,millions,MXN,S.2,ROW,ROW,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,rest_of_world
2003,F.3,Títulos de deuda,Debt Securities,290351.691,millions,MXN,S.2,ROW,ROW,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,rest_of_world
2003,F.3,Títulos de deuda,Debt Securities,354156.026,millions,MXN,S.2,ROW,ROW,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,rest_of_world
2003,F.3,Títulos de deuda,Debt Securities,418670.135,millions,MXN,S.2,ROW,ROW,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,rest_of_world
2004,F.3,Títulos de deuda,Debt Securities,27790.916,millions,MXN,S.2,ROW,ROW,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,rest_of_world
2004,F.3,Títulos de deuda,Debt Securities,81280.843,millions,MXN,S.2,ROW,ROW,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,rest_of_world
2004,F.3,Títulos de deuda,Debt Securities,108505.83,millions,MXN,S.2,ROW,ROW,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,rest_of_world
2004,F.3,Títulos de deuda,Debt Securities,171702.489,millions,MXN,S.2,ROW,ROW,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,rest_of_world
2005,F.3,Títulos de deuda,Debt Securities,601217.662,millions,MXN,S.2,ROW,ROW,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,rest_of_world
2005,F.3,Títulos de deuda,Debt Securities,571533.24,millions,MXN,S.2,ROW,ROW,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,rest_of_world
2005,F.3,Títulos de deuda,Debt Securities,421579.66,millions,MXN,S.2,ROW,ROW,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,rest_of_world
2005,F.3,Títulos de deuda,Debt Securities,384438.123,millions,MXN,S.2,ROW,ROW,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,rest_of_world
2006,F.3,Títulos de deuda,Debt Securities,434279.335,millions,MXN,S.2,ROW,ROW,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,rest_of_world
2006,F.3,Títulos de deuda,Debt Securities,389879.674,millions,MXN,S.2,ROW,ROW,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,rest_of_world
2006,F.3,Títulos de deuda,Debt Securities,388175.736,millions,MXN,S.2,ROW,ROW,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,rest_of_world
2006,F.3,Títulos de deuda,Debt Securities,408991.737,millions,MXN,S.2,ROW,ROW,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,rest_of_world
2007,F.3,Títulos de deuda,Debt Securities,472348.677,millions,MXN,S.2,ROW,ROW,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,rest_of_world
2007,F.3,Títulos de deuda,Debt Securities,465195.285,millions,MXN,S.2,ROW,ROW,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,rest_of_world
2007,F.3,Títulos de deuda,Debt Securities,457157.593,millions,MXN,S.2,ROW,ROW,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,rest_of_world
2007,F.3,Títulos de deuda,Debt Securities,526564.944,millions,MXN,S.2,ROW,ROW,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,rest_of_world
2008,F.3,Títulos de deuda,Debt Securities,187307.754,millions,MXN,S.2,ROW,ROW,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,rest_of_world
2008,F.3,Títulos de deuda,Debt Securities,323407.281,millions,MXN,S.2,ROW,ROW,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,rest_of_world
2008,F.3,Títulos de deuda,Debt Securities,442235.304,millions,MXN,S.2,ROW,ROW,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,rest_of_world
2008,F.3,Títulos de deuda,Debt Securities,791029.59,millions,MXN,S.2,ROW,ROW,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,rest_of_world
2009,F.3,Títulos de deuda,Debt Securities,1285950.18,millions,MXN,S.2,ROW,ROW,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,rest_of_world
2009,F.3,Títulos de deuda,Debt Securities,752704.802,millions,MXN,S.2,ROW,ROW,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,rest_of_world
2009,F.3,Títulos de deuda,Debt Securities,978475.133,millions,MXN,S.2,ROW,ROW,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,rest_of_world
2009,F.3,Títulos de deuda,Debt Securities,351258.95,millions,MXN,S.2,ROW,ROW,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,rest_of_world
2010,F.3,Títulos de deuda,Debt Securities,408729.737,millions,MXN,S.2,ROW,ROW,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,rest_of_world
2010,F.3,Títulos de deuda,Debt Securities,364235.099,millions,MXN,S.2,ROW,ROW,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,rest_of_world
2010,F.3,Títulos de deuda,Debt Securities,802300.629,millions,MXN,S.2,ROW,ROW,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,rest_of_world
2010,F.3,Títulos de deuda,Debt Securities,725374.606,millions,MXN,S.2,ROW,ROW,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,rest_of_world
2011,F.3,Títulos de deuda,Debt Securities,383106.183,millions,MXN,S.2,ROW,ROW,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,rest_of_world
2011,F.3,Títulos de deuda,Debt Securities,443139.39,millions,MXN,S.2,ROW,ROW,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,rest_of_world
2011,F.3,Títulos de deuda,Debt Securities,1051611.002,millions,MXN,S.2,ROW,ROW,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,rest_of_world
2011,F.3,Títulos de deuda,Debt Securities,1207884.929,millions,MXN,S.2,ROW,ROW,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,rest_of_world
2012,F.3,Títulos de deuda,Debt Securities,390705.594,millions,MXN,S.2,ROW,ROW,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,rest_of_world
2012,F.3,Títulos de deuda,Debt Securities,326391.076,millions,MXN,S.2,ROW,ROW,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,rest_of_world
2012,F.3,Títulos de deuda,Debt Securities,1216574.951,millions,MXN,S.2,ROW,ROW,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,rest_of_world
2012,F.3,Títulos de deuda,Debt Securities,1064141.101,millions,MXN,S.2,ROW,ROW,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,rest_of_world
2013,F.3,Títulos de deuda,Debt Securities,463327.652,millions,MXN,S.2,ROW,ROW,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,rest_of_world
2013,F.3,Títulos de deuda,Debt Securities,427526.858,millions,MXN,S.2,ROW,ROW,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,rest_of_world
2013,F.3,Títulos de deuda,Debt Securities,1112804.367,millions,MXN,S.2,ROW,ROW,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,rest_of_world
2013,F.3,Títulos de deuda,Debt Securities,1076744.559,millions,MXN,S.2,ROW,ROW,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,rest_of_world
2014,F.3,Títulos de deuda,Debt Securities,658200.198,millions,MXN,S.2,ROW,ROW,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,rest_of_world
2014,F.3,Títulos de deuda,Debt Securities,291293.276,millions,MXN,S.2,ROW,ROW,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,rest_of_world
2014,F.3,Títulos de deuda,Debt Securities,1248516.449,millions,MXN,S.2,ROW,ROW,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,rest_of_world
2014,F.3,Títulos de deuda,Debt Securities,1615968.154,millions,MXN,S.2,ROW,ROW,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,rest_of_world
2015,F.3,Títulos de deuda,Debt Securities,431407.355,millions,MXN,S.2,ROW,ROW,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,rest_of_world
2015,F.3,Títulos de deuda,Debt Securities,494367.789,millions,MXN,S.2,ROW,ROW,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,rest_of_world
2015,F.3,Títulos de deuda,Debt Securities,681349.047,millions,MXN,S.2,ROW,ROW,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,rest_of_world
2015,F.3,Títulos de deuda,Debt Securities,1250643.357,millions,MXN,S.2,ROW,ROW,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,rest_of_world
2016,F.3,Títulos de deuda,Debt Securities,15391.27,millions,MXN,S.2,ROW,ROW,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,rest_of_world
2016,F.3,Títulos de deuda,Debt Securities,253231.857,millions,MXN,S.2,ROW,ROW,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,rest_of_world
2016,F.3,Títulos de deuda,Debt Securities,382969.226,millions,MXN,S.2,ROW,ROW,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,rest_of_world
2016,F.3,Títulos de deuda,Debt Securities,793378.708,millions,MXN,S.2,ROW,ROW,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,rest_of_world
2017,F.3,Títulos de deuda,Debt Securities,761637.902,millions,MXN,S.2,ROW,ROW,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,rest_of_world
2017,F.3,Títulos de deuda,Debt Securities,856882.286,millions,MXN,S.2,ROW,ROW,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,rest_of_world
2017,F.3,Títulos de deuda,Debt Securities,983533.904,millions,MXN,S.2,ROW,ROW,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,rest_of_world
2017,F.3,Títulos de deuda,Debt Securities,1033994.44,millions,MXN,S.2,ROW,ROW,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,rest_of_world
2018,F.3,Títulos de deuda,Debt Securities,145010.222,millions,MXN,S.2,ROW,ROW,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,rest_of_world
2018,F.3,Títulos de deuda,Debt Securities,238012.758,millions,MXN,S.2,ROW,ROW,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,rest_of_world
2018,F.3,Títulos de deuda,Debt Securities,301384.795,millions,MXN,S.2,ROW,ROW,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,rest_of_world
2018,F.3,Títulos de deuda,Debt Securities,580523.177,millions,MXN,S.2,ROW,ROW,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,rest_of_world
2019,F.3,Títulos de deuda,Debt Securities,894234.633,millions,MXN,S.2,ROW,ROW,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,rest_of_world
2019,F.3,Títulos de deuda,Debt Securities,772582.611,millions,MXN,S.2,ROW,ROW,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,rest_of_world
2019,F.3,Títulos de deuda,Debt Securities,1064747.728,millions,MXN,S.2,ROW,ROW,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,rest_of_world
2019,F.3,Títulos de deuda,Debt Securities,1054191.611,millions,MXN,S.2,ROW,ROW,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,rest_of_world
2020,F.3,Títulos de deuda,Debt Securities,1385877.272,millions,MXN,S.2,ROW,ROW,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,rest_of_world
2020,F.3,Títulos de deuda,Debt Securities,1057697.63,millions,MXN,S.2,ROW,ROW,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,rest_of_world
2020,F.3,Títulos de deuda,Debt Securities,1429565.031,millions,MXN,S.2,ROW,ROW,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,rest_of_world
2020,F.3,Títulos de deuda,Debt Securities,1685869.319,millions,MXN,S.2,ROW,ROW,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,rest_of_world
2003,F.3,Títulos de deuda,Debt Securities,45717.798,millions,MXN,Total,Total,Total,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,total_economy
2003,F.3,Títulos de deuda,Debt Securities,127749.356,millions,MXN,Total,Total,Total,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,total_economy
2003,F.3,Títulos de deuda,Debt Securities,-13107.157,millions,MXN,Total,Total,Total,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,total_economy
2003,F.3,Títulos de deuda,Debt Securities,-569.088,millions,MXN,Total,Total,Total,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,total_economy
2004,F.3,Títulos de deuda,Debt Securities,100512.757,millions,MXN,Total,Total,Total,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,total_economy
2004,F.3,Títulos de deuda,Debt Securities,108724.37,millions,MXN,Total,Total,Total,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,total_economy
2004,F.3,Títulos de deuda,Debt Securities,19797.843,millions,MXN,Total,Total,Total,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,total_economy
2004,F.3,Títulos de deuda,Debt Securities,18302.724,millions,MXN,Total,Total,Total,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,total_economy
2005,F.3,Títulos de deuda,Debt Securities,44115.73,millions,MXN,Total,Total,Total,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,total_economy
2005,F.3,Títulos de deuda,Debt Securities,26037.886,millions,MXN,Total,Total,Total,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,total_economy
2005,F.3,Títulos de deuda,Debt Securities,223753.732,millions,MXN,Total,Total,Total,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,total_economy
2005,F.3,Títulos de deuda,Debt Securities,213133.003,millions,MXN,Total,Total,Total,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,total_economy
2006,F.3,Títulos de deuda,Debt Securities,-32840.131,millions,MXN,Total,Total,Total,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,total_economy
2006,F.3,Títulos de deuda,Debt Securities,12083.781,millions,MXN,Total,Total,Total,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,total_economy
2006,F.3,Títulos de deuda,Debt Securities,13263.467,millions,MXN,Total,Total,Total,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,total_economy
2006,F.3,Títulos de deuda,Debt Securities,-7028.282,millions,MXN,Total,Total,Total,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,total_economy
2007,F.3,Títulos de deuda,Debt Securities,142068.546,millions,MXN,Total,Total,Total,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,total_economy
2007,F.3,Títulos de deuda,Debt Securities,197848.402,millions,MXN,Total,Total,Total,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,total_economy
2007,F.3,Títulos de deuda,Debt Securities,157259.631,millions,MXN,Total,Total,Total,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,total_economy
2007,F.3,Títulos de deuda,Debt Securities,136478.743,millions,MXN,Total,Total,Total,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,total_economy
2008,F.3,Títulos de deuda,Debt Securities,94018.61,millions,MXN,Total,Total,Total,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,total_economy
2008,F.3,Títulos de deuda,Debt Securities,414970.125,millions,MXN,Total,Total,Total,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,total_economy
2008,F.3,Títulos de deuda,Debt Securities,-160908.94,millions,MXN,Total,Total,Total,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,total_economy
2008,F.3,Títulos de deuda,Debt Securities,-52652.184,millions,MXN,Total,Total,Total,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,total_economy
2009,F.3,Títulos de deuda,Debt Securities,152654.704,millions,MXN,Total,Total,Total,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,total_economy
2009,F.3,Títulos de deuda,Debt Securities,-341377.955,millions,MXN,Total,Total,Total,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,total_economy
2009,F.3,Títulos de deuda,Debt Securities,460129.751,millions,MXN,Total,Total,Total,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,total_economy
2009,F.3,Títulos de deuda,Debt Securities,60067.897,millions,MXN,Total,Total,Total,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,total_economy
2010,F.3,Títulos de deuda,Debt Securities,478457.969,millions,MXN,Total,Total,Total,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,total_economy
2010,F.3,Títulos de deuda,Debt Securities,405758.929,millions,MXN,Total,Total,Total,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,total_economy
2010,F.3,Títulos de deuda,Debt Securities,84887.077,millions,MXN,Total,Total,Total,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,total_economy
2010,F.3,Títulos de deuda,Debt Securities,44619.422,millions,MXN,Total,Total,Total,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,total_economy
2011,F.3,Títulos de deuda,Debt Securities,584219.057,millions,MXN,Total,Total,Total,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,total_economy
2011,F.3,Títulos de deuda,Debt Securities,743777.912,millions,MXN,Total,Total,Total,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,total_economy
2011,F.3,Títulos de deuda,Debt Securities,-84285.762,millions,MXN,Total,Total,Total,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,total_economy
2011,F.3,Títulos de deuda,Debt Securities,-20967.627,millions,MXN,Total,Total,Total,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,total_economy
2012,F.3,Títulos de deuda,Debt Securities,927475.361,millions,MXN,Total,Total,Total,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,total_economy
2012,F.3,Títulos de deuda,Debt Securities,799283.062,millions,MXN,Total,Total,Total,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,total_economy
2012,F.3,Títulos de deuda,Debt Securities,101606.004,millions,MXN,Total,Total,Total,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,total_economy
2012,F.3,Títulos de deuda,Debt Securities,61533.036,millions,MXN,Total,Total,Total,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,total_economy
2013,F.3,Títulos de deuda,Debt Securities,664415.748,millions,MXN,Total,Total,Total,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,total_economy
2013,F.3,Títulos de deuda,Debt Securities,670069.051,millions,MXN,Total,Total,Total,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,total_economy
2013,F.3,Títulos de deuda,Debt Securities,14939.034,millions,MXN,Total,Total,Total,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,total_economy
2013,F.3,Títulos de deuda,Debt Securities,20851.35,millions,MXN,Total,Total,Total,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,total_economy
2014,F.3,Títulos de deuda,Debt Securities,590946.68,millions,MXN,Total,Total,Total,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,total_economy
2014,F.3,Títulos de deuda,Debt Securities,981512.05,millions,MXN,Total,Total,Total,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,total_economy
2014,F.3,Títulos de deuda,Debt Securities,630.429,millions,MXN,Total,Total,Total,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,total_economy
2014,F.3,Títulos de deuda,Debt Securities,-343162.827,millions,MXN,Total,Total,Total,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,total_economy
2015,F.3,Títulos de deuda,Debt Securities,246136.053,millions,MXN,Total,Total,Total,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,total_economy
2015,F.3,Títulos de deuda,Debt Securities,788617.956,millions,MXN,Total,Total,Total,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,total_economy
2015,F.3,Títulos de deuda,Debt Securities,-3805.639,millions,MXN,Total,Total,Total,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,total_economy
2015,F.3,Títulos de deuda,Debt Securities,32342.388,millions,MXN,Total,Total,Total,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,total_economy
2016,F.3,Títulos de deuda,Debt Securities,384912.35,millions,MXN,Total,Total,Total,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,total_economy
2016,F.3,Títulos de deuda,Debt Securities,594195.444,millions,MXN,Total,Total,Total,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,total_economy
2016,F.3,Títulos de deuda,Debt Securities,17334.394,millions,MXN,Total,Total,Total,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,total_economy
2016,F.3,Títulos de deuda,Debt Securities,54048.592,millions,MXN,Total,Total,Total,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,total_economy
2017,F.3,Títulos de deuda,Debt Securities,264569.706,millions,MXN,Total,Total,Total,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,total_economy
2017,F.3,Títulos de deuda,Debt Securities,204556.477,millions,MXN,Total,Total,Total,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,total_economy
2017,F.3,Títulos de deuda,Debt Securities,42673.704,millions,MXN,Total,Total,Total,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,total_economy
2017,F.3,Títulos de deuda,Debt Securities,27444.322,millions,MXN,Total,Total,Total,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,total_economy
2018,F.3,Títulos de deuda,Debt Securities,133460.022,millions,MXN,Total,Total,Total,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,total_economy
