year,concept_code,concept_name_es,concept_name_en,value,unit,currency,sector_code,sector_name_es,sector_name_en,type,type_name_es,type_name_en,section,series,sector
2004,F.8,Otras cuentas por cobrar / por pagar,Other Accounts Receivable/Payable,129200.055,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,other_accounts,non_financial_corporate
2004,F.8,Otras cuentas por cobrar / por pagar,Other Accounts Receivable/Payable,126740.094,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,other_accounts,non_financial_corporate
2004,F.8,Otras cuentas por cobrar / por pagar,Other Accounts Receivable/Payable,197088.789,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,other_accounts,non_financial_corporate
2004,F.8,Otras cuentas por cobrar / por pagar,Other Accounts Receivable/Payable,191678.409,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,other_accounts,non_financial_corporate
2005,F.8,Otras cuentas por cobrar / por pagar,Other Accounts Receivable/Payable,202795.031,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,other_accounts,non_financial_corporate
2005,F.8,Otras cuentas por cobrar / por pagar,Other Accounts Receivable/Payable,187922.929,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,other_accounts,non_financial_corporate
2005,F.8,Otras cuentas por cobrar / por pagar,Other Accounts Receivable/Payable,191707.648,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,other_accounts,non_financial_corporate
2005,F.8,Otras cuentas por cobrar / por pagar,Other Accounts Receivable/Payable,160104.409,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,other_accounts,non_financial_corporate
2006,F.8,Otras cuentas por cobrar / por pagar,Other Accounts Receivable/Payable,371993.779,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,other_accounts,non_financial_corporate
2006,F.8,Otras cuentas por cobrar / por pagar,Other Accounts Receivable/Payable,377302.441,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,other_accounts,non_financial_corporate
2006,F.8,Otras cuentas por cobrar / por pagar,Other Accounts Receivable/Payable,400763.34,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,other_accounts,non_financial_corporate
2006,F.8,Otras cuentas por cobrar / por pagar,Other Accounts Receivable/Payable,411793.427,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,other_accounts,non_financial_corporate
2007,F.8,Otras cuentas por cobrar / por pagar,Other Accounts Receivable/Payable,586356.635,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,other_accounts,non_financial_corporate
2007,F.8,Otras cuentas por cobrar / por pagar,Other Accounts Receivable/Payable,589404.889,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,other_accounts,non_financial_corporate
2007,F.8,Otras cuentas por cobrar / por pagar,Other Accounts Receivable/Payable,515311.078,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,other_accounts,non_financial_corporate
2007,F.8,Otras cuentas por cobrar / por pagar,Other Accounts Receivable/Payable,522618.112,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,other_accounts,non_financial_corporate
2008,F.8,Otras cuentas por cobrar / por pagar,Other Accounts Receivable/Payable,198176.299,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,other_accounts,non_financial_corporate
2008,F.8,Otras cuentas por cobrar / por pagar,Other Accounts Receivable/Payable,303081.47,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,other_accounts,non_financial_corporate
2008,F.8,Otras cuentas por cobrar / por pagar,Other Accounts Receivable/Payable,292614.31,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,other_accounts,non_financial_corporate
2008,F.8,Otras cuentas por cobrar / por pagar,Other Accounts Receivable/Payable,544865.689,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,other_accounts,non_financial_corporate
2009,F.8,Otras cuentas por cobrar / por pagar,Other Accounts Receivable/Payable,16547.573,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,other_accounts,non_financial_corporate
2009,F.8,Otras cuentas por cobrar / por pagar,Other Accounts Receivable/Payable,-12212.281,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,other_accounts,non_financial_corporate
2009,F.8,Otras cuentas por cobrar / por pagar,Other Accounts Receivable/Payable,191789.215,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,other_accounts,non_financial_corporate
2009,F.8,Otras cuentas por cobrar / por pagar,Other Accounts Receivable/Payable,123755.506,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,other_accounts,non_financial_corporate
2010,F.8,Otras cuentas por cobrar / por pagar,Other Accounts Receivable/Payable,281681.029,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,other_accounts,non_financial_corporate
2010,F.8,Otras cuentas por cobrar / por pagar,Other Accounts Receivable/Payable,412920.008,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,other_accounts,non_financial_corporate
2010,F.8,Otras cuentas por cobrar / por pagar,Other Accounts Receivable/Payable,394174.906,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,other_accounts,non_financial_corporate
2010,F.8,Otras cuentas por cobrar / por pagar,Other Accounts Receivable/Payable,462988.742,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,other_accounts,non_financial_corporate
2011,F.8,Otras cuentas por cobrar / por pagar,Other Accounts Receivable/Payable,425635.05,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,other_accounts,non_financial_corporate
